AveragePressure;AverageRelativeHumidity;DailyPrecipitation;MaximumTemperature;MinimumTemperature;WindSpeed
30.22;78;0;53;31;6.2
30.19;86;0.2;44;37;9.3
30.32;75;0.13;49;34;13.2
30.25;89;0.12;41;34;13.2
29.9;94;0.14;55;37;6.9
29.8;51;0;59;40;12.7
30.16;41;0;65;33;8.4
30.22;57;0;67;36;9.3
30.04;58;0.01;67;50;8.1
30.09;24;0;70;49;11.2
30.34;41;0;58;36;7.2
29.93;82;0.17;64;45;8.1
29.85;56;0;77;46;7.8
30.14;57;0;58;41;9.2
29.95;89;0.97;56;42;13.3
29.54;69;0.07;70;49;9.2
29.66;64;0.11;67;42;11.1
29.57;50;0;50;37;12.9
29.68;46;0;51;36;14
29.68;43;0;60;33;9.5
29.59;46;5;58;41;4.8
29.53;51;0.03;61;45;10.6
29.62;51;0.03;66;43;12.9
29.61;57;0;66;44;7.8
29.77;68;5;61;41;5.8
29.91;64;0;59;39;8.3
29.93;70;0;60;37;6
30.01;65;0;62;42;8.6
30.11;57;0;82;46;11.6
30.1;57;0;77;56;8.8
30.17;44;0;71;49;7.7
30.1;40;0;81;43;8.1
30.09;70;0;78;48;7.9
30.24;86;0;69;47;8.6
30.09;71;0;86;58;10.9
30.03;72;0;86;62;12.2
29.74;70;0.22;85;56;10.4
29.88;44;0;71;50;12
30.22;41;0;71;45;8.1
30.19;48;0;69;48;8.1
30.12;80;5;67;53;7.7
30.04;72;5;85;54;5.9
30.14;76;0;72;50;8.1
29.88;93;0.26;64;51;6.7
29.72;51;0;67;49;11.5
29.87;50;0;68;45;10
29.8;43;0.03;75;50;10.2
30.19;36;0;65;46;10.6
30.19;47;0;82;49;11.5
30.16;66;0;78;52;9.4
30.11;62;0;85;61;12.9
30.11;74;0;80;62;11.9
30.08;76;0;82;64;10.3
30.19;67;0;82;58;6.7
30.11;72;0;85;56;12.8
30.03;80;3.18;81;50;11.8
30.14;91;0.29;53;48;12.9
30.09;87;0.35;51;47;11.9
30.15;73;0;64;46;5.6
30.21;70;0;68;46;7.1
30.03;72;5;70;52;5.3
29.85;69;0;74;55;8.2
30.09;49;0;71;50;8.4
29.93;72;5;75;53;14.2
29.67;83;5;75;63;11.1
29.75;61;0;83;60;8.5
29.78;66;0;86;62;9.9
29.88;61;0;82;67;6.7
29.8;60;0;85;67;8.3
29.98;57;0;83;63;7.4
29.99;88;1.32;63;57;7.9
29.82;85;5;76;57;6.3
30;56;0;73;57;9.7
30.01;67;0;71;52;8.2
29.83;66;5;85;63;7.7
30.03;65;0.08;72;60;9.4
29.7;86;1.19;83;65;8
29.79;59;0;87;67;8.3
29.78;78;0.04;84;64;10.3
29.83;57;0;83;65;9
29.92;55;5;83;64;7.4
29.92;59;0.01;77;59;7.6
30.06;69;0.3;71;55;6.9
29.7;90;1.77;65;54;11.1
29.78;75;0;75;54;6
29.91;72;0;82;60;6.3
29.75;77;0.7;81;65;11.5
29.8;65;0;79;63;5.8
29.87;56;0;81;63;8.2
29.91;70;5;75;62;2.8
29.99;66;0;84;59;7.3
30.01;;0;84;63;6.1
29.99;85;0.01;81;66;9.1
29.85;82;0.36;88;71;7.1
29.89;71;5;78;66;8.1
29.82;73;0.16;83;63;8.5
29.95;53;0;87;64;7.1
29.91;59;0;88;67;7.9
29.85;69;0;83;67;6.4
29.67;87;0.42;81;67;6.2
29.59;83;0.09;85;67;5.1
29.93;62;0;76;59;9.4
30.01;70;0;79;57;6.8
29.91;76;0;80;67;9.5
29.75;79;0;87;71;6.6
29.61;68;0;93;74;6.2
29.55;64;5;89;71;5.9
29.6;51;0;84;67;9.1
29.79;53;0;84;62;8
29.85;62;0.03;82;61;5.8
29.93;72;0;77;60;6.4
29.95;79;0.05;81;66;10
29.95;85;0.44;80;68;7.9
29.91;80;0;89;68;5
29.87;67;0;93;69;6.4
29.8;81;0.08;87;73;10.2
29.73;60;0;89;68;8.6
29.7;61;5;90;65;7.6
29.82;60;0;88;63;8.3
29.78;69;0;90;67;10.9
29.77;71;1.08;87;63;8.3
29.8;57;0;86;64;7.7
29.85;57;0;81;59;7
29.86;61;0;81;62;6.8
29.9;60;0;81;60;8.1
29.95;71;5;76;60;10.9
29.98;70;0;79;58;8.2
29.8;90;0.99;73;68;10.3
29.72;66;0;84;67;7
29.91;62;0;83;63;5.8
30.06;62;0;85;61;6
30.03;68;5;90;66;6.9
30.01;64;5;91;68;6.2
29.99;70;0;90;69;6.3
29.96;75;0;91;69;7.5
30;81;0;84;71;8.4
30.01;80;0;84;72;8.7
29.95;82;0.03;85;73;7.3
29.99;74;0;81;70;9.4
29.93;83;5;80;68;8.7
29.85;84;5;82;69;5.5
29.81;79;0.68;88;70;7.8
29.83;66;0;84;67;6.9
29.93;56;0;82;61;7.9
30.06;62;0;82;58;5.8
30.09;62;0;83;59;7
29.99;65;5;89;66;7.9
29.9;67;0;88;70;8.4
29.95;66;0;85;66;6.4
29.91;69;0;89;64;7.6
29.78;71;0;89;65;4.4
30.03;72;0;79;60;11.5
30.19;72;0;81;57;6.2
30.12;75;0;80;55;6.7
29.98;67;0;90;60;9
29.9;65;0;97;69;8
29.85;75;0;90;70;10
29.77;91;0.77;76;65;8.9
29.67;82;0.23;76;62;9.2
29.77;82;0.09;77;58;6
29.67;88;0.02;72;62;5.5
29.85;68;0;71;56;10.8
30.14;55;0;84;58;6.4
30.21;69;0;82;60;4.1
30.06;69;0;87;59;5.7
29.96;74;0;82;60;5.3
29.9;81;0;80;60;5.9
29.88;60;5;79;58;10.5
30.14;57;0;71;53;12.4
30.22;66;0;74;56;10.2
30.17;63;0;76;52;6
30.22;63;0;80;52;7.9
30.32;67;0;72;52;7.2
30.39;66;0;69;47;9.1
30.38;74;0;71;42;4.5
30.19;84;0;78;51;3.8
30.01;92;0.06;81;60;6.8
29.73;88;2.02;77;60;14.4
30.01;77;0.04;60;52;17.4
30.17;85;0.52;52;49;16
30.29;79;0.05;54;50;18.4
30.29;66;0;62;48;15.9
30.11;75;0;62;48;10.7
29.93;70;0;70;43;4.7
29.88;68;0;72;46;4.8
30.03;65;0;69;52;6.5
29.86;81;0.39;71;51;10.6
29.95;63;0;63;45;7.1
29.88;73;0;68;43;6.6
29.76;81;0;73;44;4.6
29.54;85;0.29;73;53;7.6
29.6;64;0;70;50;8.8
29.85;64;0;62;42;6.2
29.85;63;5;63;44;8.7
29.95;57;0;55;40;10.1
30.14;51;0;47;32;8.3
30.3;50;0;49;30;8.1
30.09;55;5;70;48;8.9
30.19;70;5;71;56;3.8
30.07;69;5;74;51;9.2
30.1;52;0;60;38;12.3
30.3;68;0;50;37;3.7
30.01;75;0.02;64;47;8.6
30.29;57;0;57;36;6.5
30.48;68;0;57;33;3.1
30.24;89;0.79;66;38;12.7
29.51;63;0.7;75;56;16
29.76;51;0;61;41;8.1
30.08;64;0;54;32;4.5
29.88;79;5;62;47;6.9
29.96;71;0;63;44;5.2
30.07;63;0;73;39;5.5
30.26;72;0;65;45;4.2
30.19;86;5;70;48;5.6
29.9;88;5;72;62;9.6
29.87;57;0;64;50;8
30.17;52;0;57;38;8.8
30.33;62;0;60;36;5.6
30.1;81;0.22;57;41;7.2
29.73;87;0.12;52;47;17.7
29.77;91;0.1;59;47;7.3
29.47;54;5;61;45;12.7
29.82;54;0;48;33;12.9
30.08;52;0;56;36;9.3
30.09;47;0;63;37;7.8
30.44;57;0;49;30;6.7
30.49;75;0;49;27;4
30.24;83;0.12;58;44;10.1
29.95;63;1.55;61;44;11.9
30.14;57;0;52;36;7.6
29.85;88;0.43;48;35;5.8
29.85;42;0;44;26;11.1
30.24;53;0;44;24;4.9
30.65;64;0;49;24;2.8
30.73;83;0;57;33;5.2
30.4;83;0;65;38;7.8
30.08;85;0.08;56;43;6.7
30.16;61;0;48;33;8.6
30.37;63;0;41;29;6.5
30.13;85;0.25;46;28;5.4
29.77;93;0.15;59;41;2.8
29.67;67;5;59;40;12.5
30.3;62;0;50;30;7.5
30.54;72;0;54;32;5.1
30.33;75;0;58;28;4.1
30.07;68;0;55;31;4.3
30.01;74;5;45;36;11.1
30.08;81;0;48;34;4
29.92;85;5;63;41;3.5
29.86;88;0;61;41;4.9
30;67;0;63;42;4.7
30.09;67;0;57;47;5.8
29.85;94;0.54;61;47;4.6
29.39;63;0.07;64;47;14.2
29.99;64;0;48;40;8.1
29.91;96;0.65;54;40;6.5
29.57;82;0.05;53;38;7.1
29.83;48;0;41;32;12.4
30.29;53;0;43;28;7.1
30.18;71;0;55;28;11.7
29.94;88;0.2;60;51;8.5
30.09;92;1.32;58;44;4
29.88;90;0.45;69;51;10.3
30.07;82;0;64;50;3
30.35;56;5;58;45;9.4
29.91;86;0.2;61;44;9.1
30.29;52;0;44;30;12.2
30.15;91;0.7;40;28;12.5
30.22;90;0.01;35;27;7
29.95;72;0.21;50;35;8.1
29.9;60;0;45;31;8.2
29.89;58;0;39;27;8.3
29.75;59;0;46;27;8
29.9;66;5;32;15;13.1
30.4;41;0;28;8;9.6
30.42;39;0;43;13;6.6
30.24;45;0;45;19;3.5
30.16;73;0;41;22;8.2
30.16;80;0;47;38;6.6
29.67;92;1.41;59;40;14.1
29.67;41;0;50;24;12.7
29.86;71;0.22;40;18;6
29.68;49;5;33;21;15.4
29.85;57;5;33;20;7.1
29.88;69;5;41;23;4.3
29.41;85;0.83;44;37;10.9
29.7;69;0.12;41;28;8.7
29.59;55;0.02;29;19;14.7
29.73;45;0;27;18;19.7
29.96;45;0;35;20;13.5
29.98;49;0;34;20;9.2
30.11;43;0;32;18;10.8
29.82;75;0.43;33;21;19.5
29.75;43;0;36;19;12.8
30.13;60;0;37;22;5.4
29.99;73;5;51;21;10.6
29.88;52;5;47;30;8.9
29.9;72;0;44;21;5
29.44;71;0;44;32;6.2
29.85;58;0;44;27;9.7
29.84;62;0;59;37;9.2
29.71;58;5;66;41;10.8
30.16;54;0;51;29;4.6
30.12;86;0.94;58;29;10.9
29.88;72;0.19;57;42;7.7
29.96;84;1.02;42;26;12.5
30.25;75;0;35;16;6.7
30.09;70;0;44;26;5.5
29.72;80;0.58;37;20;20.9
29.6;75;5;30;20;7.8
29.54;83;0.02;36;16;2.8
29.7;52;5;30;13;12.5
30.05;50;0;23;7;7.7
29.85;46;5;23;-2;14.6
30.29;37;0;12;-9;11.6
30.45;62;0.2;28;-1;4.1
29.82;92;0.68;53;28;14.5
29.8;63;0;46;29;8
30.22;46;0;37;24;11.3
30.41;54;5;37;19;7.4
29.9;62;0.01;57;37;11.4
29.78;53;0;54;36;8.8
30.01;57;5;51;31;7.1
30.32;69;0.02;39;27;9.5
29.96;95;0.78;57;35;11.2
29.24;76;0.88;61;40;20
29.59;43;5;40;24;17.1
29.96;49;0;39;20;8.6
29.8;49;0;57;36;12
29.59;66;5;62;40;11.5
29.96;44;0;47;34;9.4
29.58;64;0.29;54;25;16.6
30.09;38;0;36;21;7.9
30.08;66;5;32;25;12.3
30.06;48;5;38;25;10.6
30.18;46;0;44;26;3.5
30.09;65;0;50;23;8.9
30.06;68;0;57;37;5
30.01;63;0;70;39;9.2
29.86;58;5;72;53;5.7
29.95;71;0.09;63;39;8.6
30.14;58;0;57;32;9.9
29.93;41;0;65;45;8
30.14;75;0.5;48;40;11.3
29.78;92;1.13;50;42;13.4
29.75;76;0.02;56;43;9.7
29.72;69;0.04;65;41;7.7
29.67;59;0.02;54;37;11
29.98;32;0;47;29;9.1
30.07;50;5;41;26;11.7
29.72;61;0.23;47;29;11.5
29.97;48;0;51;31;12.7
29.9;51;5;68;42;10.5
30.06;72;0;48;38;11.6
29.75;82;0.03;63;39;8.4
30.19;64;0;48;31;9.8
30.31;74;0;49;29;6.1
29.7;86;0.33;49;40;8.9
29.66;44;0;52;38;16.2
30.19;45;0;57;30;9.5
29.93;62;5;70;44;20.4
29.59;87;0.04;65;58;14.6
29.47;81;0.69;58;43;5.6
29.47;60;0.47;43;28;14.7
29.93;79;0.67;31;25;10.5
30.13;45;5;37;23;13.2
30.22;56;0;47;18;10.5
29.67;86;1.44;54;46;15.8
29.47;57;0.01;54;34;13.4
29.69;52;0;47;26;6.5
30.1;39;0;50;31;10.7
30.16;60;0.01;60;41;17.1
29.98;69;0.25;59;40;13.3
30.27;53;0;56;33;7.6
30.28;49;0;54;35;9.7
30.34;32;0;58;36;11.5
30.37;39;0;57;40;15.7
30.31;39;0;67;39;8.7
30.11;48;0;76;39;7.2
29.93;48;5;63;45;11.6
30.11;41;0;62;40;10.7
30.02;52;0;74;38;8.5
29.83;68;0.05;76;53;6.7
29.73;71;0.14;64;49;7.2
29.94;38;0;63;42;9.8
29.93;66;0;63;45;5.7
29.75;79;0.14;50;39;9.9
29.81;60;0;57;35;7.9
29.95;46;5;58;40;9.5
30.06;58;5;55;44;6.4
30.14;55;0;63;39;7.6
30.16;70;0.1;51;40;6
29.91;86;0.15;57;43;7.1
29.82;85;0.3;51;47;6.7
29.75;81;0.29;52;44;12.5
29.65;85;0.02;48;44;18.8
29.72;82;0.22;60;46;10.6
29.75;89;0.02;57;46;9
29.61;65;0.02;64;44;9.6
29.87;38;0;71;41;11.1
30.09;38;0;70;40;8.3
30.05;48;0;73;45;6.5
30.04;47;0;75;51;7.6
29.82;86;0.36;69;49;6
29.62;63;5;77;55;8.4
29.59;45;0;61;43;14.7
29.85;36;0;62;41;15.8
30.03;49;0;72;41;10.4
30.04;53;0;67;51;8.4
30.03;59;0.01;68;52;6.5
30.11;59;0;76;47;7.2
30.04;62;0;72;50;6.9
29.77;67;0.02;69;50;9.3
29.83;55;0;79;48;6.4
29.83;87;0.17;64;55;9.9
29.92;56;0;89;54;7.2
29.98;55;0;86;61;6.4
30.01;70;0;82;59;9
30.01;61;0;91;63;9.7
30.08;72;5;80;57;6.2
29.93;89;1.5;74;57;6.2
29.85;69;0;84;67;8.4
30.02;61;0;80;57;9
30.1;78;0;74;55;8.2
30;85;0.01;67;60;5.6
29.91;79;0;81;62;6.8
29.78;90;0.58;68;62;8.3
29.56;65;0;84;64;9.7
29.45;66;0;85;63;9.4
29.44;56;0.03;73;55;11.7
29.62;47;0;70;51;14.3
29.83;56;0;73;54;10.4
29.85;77;0.14;71;52;5.9
29.54;56;0;80;55;13.5
29.64;53;0;73;53;14.2
29.75;44;0;80;55;10.2
29.8;44;0;85;59;8.8
29.72;55;0;83;63;5.8
29.86;52;0;78;59;7.1
30.13;53;0;84;55;8.6
30.26;68;0;75;56;9.6
30.06;68;0;79;58;10.4
29.71;60;0.08;88;63;8.7
29.74;47;5;85;59;6.8
29.8;59;0;81;55;5.1
29.96;54;0;83;61;6.7
30.11;58;0;83;58;5.4
30.14;62;0;77;57;8.1
30.02;69;0;83;60;11.5
29.93;78;0.17;78;68;9.2
29.8;83;0.04;80;68;8
29.89;54;0;86;65;8.4
29.92;75;0.32;82;65;9.2
29.82;53;0;79;63;10.7
29.97;49;0;84;59;10.5
29.95;51;0;88;63;9.7
29.72;78;0.41;86;67;5.9
29.75;54;0;94;70;8
29.72;85;0.09;85;71;6.7
29.77;81;0.01;73;61;11.5
29.83;81;5;70;60;7.4
29.8;82;0.03;73;61;5.9
29.98;74;0;78;58;5.9
30.01;56;0;87;62;8.3
29.99;66;0;87;67;10.4
29.86;86;0.53;84;68;10.1
29.77;79;0.29;93;70;3.9
29.92;64;0;89;68;5.5
30.01;78;0.39;86;73;5.8
29.96;66;5;92;69;9.2
29.95;47;0;85;67;10
30.09;48;0;83;59;7.4
30.03;54;0;90;61;9.3
29.8;66;0.91;92;70;12.6
29.7;57;0.8;93;68;9.3
29.86;57;0;88;70;9.3
29.83;70;5;92;68;7.9
29.75;54;0;92;72;10.3
29.83;55;0;91;68;7.4
29.83;73;0;87;69;7.1
29.8;79;0.17;84;71;6.5
29.93;71;5;85;68;7.1
30;73;5;83;70;6.4
30.01;73;0.42;80;64;7.6
30.05;77;0.53;75;64;7.7
30.09;68;0;81;61;6.8
30.08;67;0;80;58;5.8
29.93;71;0;83;60;8.6
29.67;73;5;87;69;7.8
29.74;50;0;88;66;7.3
29.94;55;0;86;65;6.9
30.11;56;0;87;63;6.7
30.11;87;0.33;79;68;9.1
29.96;76;0;93;77;8
29.82;76;0.48;93;75;10.9
29.81;80;0.19;89;70;5.9
29.85;69;0.02;96;71;8.1
30.03;57;0;89;73;8.1
30.09;76;5;85;71;9
29.86;60;0;86;69;12.8
29.91;63;5;89;67;6.4
29.86;65;0;86;69;6.8
29.91;74;0;83;68;7
29.85;76;5;83;68;8.9
29.82;60;0.74;81;59;10.5
30.17;53;0;81;56;6.9
30.16;62;0;87;61;7.3
30.02;69;0;85;67;10.6
29.9;67;0;93;74;8
30.08;60;0;88;69;6.2
30.17;64;0;86;66;5.4
30.02;55;0;90;67;9.4
30.05;65;0;80;61;6.8
29.9;76;5;83;65;7.4
29.78;87;0.49;76;67;4.2
29.96;63;0;80;61;7.6
30.13;72;0;76;60;5.9
30.16;66;0;77;60;13.7
30.06;69;0.02;76;61;21.2
29.93;89;0.15;79;63;13.6
29.94;85;0.01;81;69;7.7
29.82;78;5;85;69;7.7
29.78;66;0;92;71;6.6
29.95;74;0;85;72;7.4
29.88;62;0.01;82;61;11.8
30.14;57;0;78;52;6.6
30.11;68;0;81;56;7.9
29.96;64;0.07;90;63;9.9
30.17;61;0;73;55;7.2
30.25;68;0;73;50;3.8
30.16;77;0;76;50;6.9
30;81;5;86;65;9.4
29.99;93;0.83;74;68;4.2
30.03;88;0.05;80;67;3.5
30.06;60;0;85;62;5.3
30.08;61;0;82;58;4.9
29.94;67;0.29;83;56;6.8
30.02;57;0.02;69;52;9.3
30.06;43;0;68;49;10
30.1;60;0;67;42;5.8
29.85;83;0.26;72;58;4.2
30.09;85;5;63;56;13.8
30.34;72;0;62;55;15.6
30.32;81;0.54;63;55;14.3
30.16;92;0.55;61;56;13.1
30.03;86;0;61;54;6.8
29.96;77;0;74;56;5.2
30.22;71;0;69;49;11.5
30.27;72;0;68;47;7.3
30.24;76;0;70;43;2.9
30.21;72;0;75;47;2.9
30.05;88;0.12;69;47;3.2
29.9;89;1.55;64;48;13.2
30.06;52;0;62;43;12.7
30.36;62;0;63;39;3.7
30.29;75;0;65;43;3.7
30.01;72;0;73;47;6.7
30.2;56;0;61;41;6.7
30.34;68;0;61;37;3.7
30.08;76;0;70;40;7.9
29.84;74;0;78;60;5.9
29.83;80;0;80;59;7.3
29.87;65;0;83;56;7.3
30.1;73;0.04;71;52;8.1
29.7;93;0.24;73;58;5.5
29.24;82;0.61;66;44;11.3
29.59;46;0.01;61;45;13.1
29.78;55;0.05;63;42;11.9
30.04;51;0;54;37;9.7
30.27;50;0;50;35;9.6
30.34;76;0.99;48;32;6.2
29.88;75;0.18;52;46;14.5
29.95;68;5;60;39;6.5
29.78;72;0.49;71;47;6.9
30.03;61;0;54;37;9.9
30.28;74;0;56;32;4.2
30.13;75;0;71;41;4.6
29.85;76;0;70;51;6.8
29.98;54;0;59;40;7.8
30.08;66;0;58;31;5.4
30.08;64;0.05;51;41;10.4
30.32;65;0;51;31;8.2
30.04;67;0;63;31;2
29.75;68;5;64;37;5.2
29.82;49;0;55;37;9
29.6;45;0;63;40;13.7
30.09;44;0;49;32;8.1
29.96;42;0;61;38;7.4
29.91;38;0;66;37;6
29.82;82;1.13;59;44;7.5
29.63;79;0;56;43;8.9
29.84;66;0;57;43;9.6
29.97;61;0;64;39;8
29.83;78;0.02;59;43;6.3
29.34;72;0.16;48;34;15.3
29.44;52;0;39;32;17.8
29.8;50;0;43;31;14
30.11;52;0;46;31;10.2
30.24;74;0.05;47;32;5.3
30.16;92;0.11;50;42;3.2
29.98;82;0;52;37;6
29.93;64;0;48;33;9.1
30.06;64;0;50;30;5.5
30.01;88;1.58;60;30;8.6
29.83;;0.36;60;47;6
29.49;67;0.19;61;40;9.4
29.71;56;0;51;38;10.4
29.82;52;0;48;33;12.7
30.09;56;0;42;28;6.7
29.95;81;0.09;42;30;5.5
29.99;67;0.01;46;29;6
29.9;84;0.17;44;37;4.6
29.83;75;0;43;31;5.2
29.91;47;0;38;24;13.1
30.26;48;0;32;18;6.9
30.37;64;0.07;34;14;2.3
29.88;89;0.39;46;29;4.9
30.01;63;0;42;26;5.1
29.86;60;0;44;26;6.4
29.72;36;5;31;18;16.8
30.22;42;0;23;8;10.9
30.03;89;0.57;39;20;3.5
29.83;75;0.12;58;32;14.2
30.54;35;0;32;22;9.6
30.42;58;0;35;17;5.4
30.04;56;0;40;27;6.1
29.96;67;5;45;25;4.5
30.22;61;0;47;27;6.4
30.11;83;0.42;45;32;6.7
30.31;57;0;48;27;9.1
30.56;65;0.1;52;22;7.5
29.76;71;0.05;59;35;14.9
29.93;57;0;42;28;7.3
29.76;84;0.94;43;25;7
29.46;59;5;42;30;14.9
29.96;61;0.02;46;23;10.3
30.01;64;0.07;46;27;8.9
30.41;74;0.01;39;23;4.2
29.95;92;0.92;45;38;10.9
29.34;77;5;49;34;10.1
29.74;41;0;34;27;10.7
29.96;59;0.13;32;22;5.4
30.12;73;0.55;24;18;14.3
30.11;57;5;22;13;9.4
30.56;59;0;20;5;4.7
30.52;80;0.18;45;6;4
30.17;74;0.18;56;40;12.3
30;82;0.36;60;44;11.6
30.2;48;0;57;28;12
30.52;51;5;31;19;7.3
30.22;57;0;40;21;6.3
30.31;61;0;42;19;5.4
30.12;71;0.11;43;29;4.8
29.91;93;0.2;41;35;9.4
29.92;74;5;48;34;6
29.92;73;0;44;28;3.1
29.77;82;0;56;33;4.6
29.72;87;5;52;34;7.5
29.83;80;0.58;41;36;18.1
29.32;88;1.37;44;36;21.2
29.41;69;0.08;46;35;12.7
29.34;74;0.06;50;37;8
29.41;49;0;45;35;14.6
29.5;50;0;42;29;11.1
29.61;55;0;45;26;6.3
29.68;54;0;37;20;6.3
29.85;69;0.16;29;19;6.1
29.81;67;0.01;44;22;7.2
29.97;61;5;40;22;6.6
30.06;42;0;33;21;8.6
30.15;44;0;34;19;11
29.93;49;0;44;25;8.9
29.93;42;0;40;27;9.9
29.91;81;0.18;39;28;8.2
29.56;73;0;57;34;5.6
29.51;74;1.04;38;14;15.9
30.01;56;0.03;27;8;10.2
29.97;84;0.1;28;20;7.7
29.93;89;0.61;34;20;9.9
29.48;63;0.01;36;25;16.8
29.79;61;0;36;22;6.7
29.4;88;0.09;41;20;4.6
29.38;57;0;37;25;14.4
29.66;48;0;40;23;9.6
29.66;59;0;48;21;7.9
29.68;51;0;62;37;10.3
30.09;44;0;48;32;9.7
30.23;54;0;44;27;6.6
29.91;73;0;57;35;5.5
29.8;79;0;66;35;7.7
29.86;79;0;71;45;7.8
29.65;91;0.13;63;47;8.3
29.83;45;5;48;28;13.7
30.27;51;0;53;25;9.9
30.35;;0.02;51;32;4.8
29.67;90;0.19;59;45;11.6
29.54;38;0;57;30;20.2
30.09;34;5;37;22;12.1
30.34;31;5;25;13;16.2
30.41;22;0;34;11;13.7
30.42;36;0;37;15;5.4
30.22;81;0.02;49;28;6.6
29.83;61;0.1;58;44;13.3
29.82;28;0;56;41;15
29.78;67;0.31;42;22;8.8
29.98;37;0;23;14;18.8
30.16;37;0;27;11;14.1
30.34;46;0;32;13;6.8
29.52;89;1.6;43;26;17
29.42;52;0;30;19;16.1
29.79;43;0;36;21;14.7
30.07;40;0;44;25;8.1
30.19;56;5;46;24;10
30.09;65;5;40;32;15.8
29.92;32;0;54;34;11.7
29.78;37;0;57;35;6.4
29.95;33;5;42;20;17.1
30.41;28;0;40;18;10.7
30.24;53;5;47;24;11
30.19;78;0.02;49;33;6.1
30.4;66;5;44;30;9
30.05;92;0.36;48;36;5.8
29.92;90;0.35;44;39;6.4
29.96;63;0.05;53;37;14
30.11;47;0;53;34;8.4
30.06;83;0.85;40;34;8.5
29.72;85;1.08;40;35;19.4
29.96;54;0;60;35;8.7
29.99;49;0;61;33;7.1
29.69;86;1.51;44;40;10.8
29.86;77;5;50;37;7.7
29.53;88;1.25;57;38;9.9
30.04;;5;55;41;14.3
29.65;46;5;51;37;14.1
30.02;36;0;66;37;10
30.09;58;0;63;42;9.4
30.04;66;0;80;47;7.9
30.07;65;0;70;46;5.6
30.22;43;0;60;44;9.1
30.3;48;0;65;37;7
30.19;58;0.01;66;37;11.2
29.78;58;0.02;86;57;13.8
30.14;42;0;76;54;12.3
30.33;50;0;60;39;11.5
29.96;;0.02;49;36;11.5
30.47;;0.04;63;45;7.9
29.95;100;0.64;49;47;8.5
29.87;94;0.06;48;44;10.4
30.01;68;0;62;43;7.8
30.11;80;5;59;39;5.9
30.07;97;1.36;52;49;11.5
29.78;100;1.09;62;51;4.9
29.84;92;0;64;54;5.7
29.89;82;0.02;82;54;7.6
29.9;60;0;87;56;9.4
30.1;48;5;64;48;10.3
29.89;90;0;63;46;6.8
29.56;73;0.76;75;57;12.8
29.81;44;0;68;47;11.4
30.17;56;0;61;41;8
29.8;87;2.29;59;49;8
29.48;93;0.3;66;54;12
29.57;71;5;62;49;13.4
29.76;57;0;56;40;10.1
29.91;64;0.01;56;40;4.9
29.93;54;0;59;43;6.6
29.94;63;0;61;44;8.5
29.99;79;5;61;42;6.9
29.86;81;0.46;57;45;9
29.52;89;1.01;53;46;15.2
29.53;79;0.15;61;49;10.1
29.83;47;0;80;55;9.3
29.85;54;5;87;59;10.5
29.79;54;0.01;93;70;9.9
29.79;56;5;91;62;12.7
30.19;53;5;70;49;9.8
30.27;57;0;69;45;7.5
30.02;87;0.31;58;51;7.2
29.82;73;5;74;54;6.6
29.73;78;5;70;53;6.3
29.63;98;0.86;57;52;11.3
29.49;97;0.45;59;50;7.2
29.78;77;0;69;54;6.1
29.91;83;0;69;52;8.8
29.97;96;0.21;56;49;8.1
30.11;87;5;64;49;8.1
29.99;90;0.07;67;53;5.3
29.82;75;0.13;78;56;7.5
29.86;60;0.11;73;50;7.7
29.85;60;5;70;48;9.3
29.88;75;0.3;73;50;7.7
29.75;98;0.22;60;53;9.6
29.77;96;0.27;53;49;14.3
29.88;75;0.02;72;49;7.6
29.91;72;5;69;47;5.2
29.65;58;0.01;80;54;8.9
29.89;57;0;84;59;10
29.92;63;0;89;63;9.9
29.87;57;0;95;66;8.4
29.77;60;0.01;95;72;10.4
29.92;57;0;82;57;9.2
30.03;70;0;69;52;8.3
29.96;87;2.21;70;60;9.4
29.89;87;0.01;75;63;6.6
29.84;85;0.01;81;65;9.8
29.81;92;0.05;80;68;14.2
29.8;74;0.07;83;65;12.8
29.82;62;0;85;63;9.9
29.88;57;0;85;60;7
29.67;85;5;86;67;11.4
29.59;72;0.66;87;67;9.1
29.86;61;0;85;64;8.2
29.91;63;0;79;60;8.2
29.91;77;0.01;76;58;8
29.98;59;0;78;55;9.7
30.04;75;0;79;63;11.3
29.71;76;0.17;84;67;11.7
29.89;91;5;83;70;11.4
29.85;64;0;90;69;9.3
29.88;57;0;88;67;8.4
29.98;64;0;85;63;4.8
30.14;62;0;84;63;6.5
30.06;81;0;79;59;6.2
29.72;96;1.02;72;64;8.1
29.68;79;5;86;63;9.1
29.88;55;0;83;64;9.4
29.97;67;0.01;85;63;9
29.88;86;0.75;86;69;6.7
29.89;91;0.54;86;69;5.8
29.96;94;0.36;81;59;8.3
30.02;92;0.01;68;60;6.4
29.85;87;0;78;63;6.5
29.88;74;0;86;65;6.6
30.02;85;0;80;65;7.6
30.03;85;5;83;70;8.5
29.94;81;5;90;73;8.4
29.84;69;0.2;93;70;7
29.78;65;0;90;71;7.4
29.77;67;5;84;70;5.3
29.78;62;0;77;65;9.8
29.82;93;0.56;66;58;11.6
30.03;91;0;66;58;8.6
30.12;74;0;79;54;5.5
29.91;89;0.01;75;60;5.8
29.78;84;0;82;68;5.9
29.79;65;5;72;59;15
29.91;57;0;82;57;8.4
29.9;71;0;81;57;5.9
